freezing_1s,freezing,genotype,id,day,condition,sex,cohort,exposure_mins,analyzed_duration,date,time,els,psilocybin,cohort_id,dob,age_at_sefla,young,Age
30.508,34.16,wt,3,Recall 4,sefl,male,ptsd3,5.0,5.0,2021-06-04,2:47 PM,n,n,ptsd3_3,2021-01-15,17.714285714285715,False,Adult
29.262,42.09,wt,3,recall5,sefl,male,ptsd3,5.0,5.0,2021-06-24,1:41 PM,n,n,ptsd3_3,2021-01-15,17.714285714285715,False,Adult
54.3565,54.36,wt,5,SEFLA,sefl,male,ptsd3,60.0,60.0,2021-05-19,3:05 PM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
21.2875,23.82,wt,5,SEFLB,sefl,male,ptsd3,3.5,3.5,2021-05-20,10:39 AM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
79.314,81.37,wt,5,Recall 1,sefl,male,ptsd3,5.0,5.0,2021-05-21,10:38 AM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
42.772,45.62,wt,5,Recall 2,sefl,male,ptsd3,5.0,5.0,2021-05-24,2:53 PM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
10.258,14.62,wt,5,Recall 3,sefl,male,ptsd3,5.0,5.0,2021-05-26,12:39 PM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
13.094,18.61,wt,5,Recall 4,sefl,male,ptsd3,5.0,5.0,2021-06-04,3:03 PM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
12.276,16.73,wt,5,recall5,sefl,male,ptsd3,5.0,5.0,2021-06-24,2:02 PM,n,n,ptsd3_5,2021-02-14,13.428571428571429,False,Adult
55.515,55.52,wt,7,SEFLA,sefl,male,ptsd3,60.0,60.0,2021-05-19,5:36 PM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
14.2575,16.74,wt,7,SEFLB,sefl,male,ptsd3,3.5,3.5,2021-05-20,10:39 AM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
42.01,42.55,wt,7,Recall 1,sefl,male,ptsd3,5.0,5.0,2021-05-21,10:38 AM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
12.828,16.21,wt,7,Recall 2,sefl,male,ptsd3,5.0,5.0,2021-05-24,2:53 PM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
2.76,5.34,wt,7,Recall 3,sefl,male,ptsd3,5.0,5.0,2021-05-26,12:39 PM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
11.438,15.73,wt,7,Recall 4,sefl,male,ptsd3,5.0,5.0,2021-06-04,3:03 PM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
32.704,38.05,wt,7,recall5,sefl,male,ptsd3,5.0,5.0,2021-06-24,2:02 PM,n,n,ptsd3_7,2021-03-05,10.714285714285714,True,Young Adult
75.916,75.92,wt,9,SEFLA,sefl,male,ptsd3,60.0,60.0,2021-05-19,5:36 PM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
23.905,26.46,wt,9,SEFLB,sefl,male,ptsd3,3.5,3.5,2021-05-20,11:04 AM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
68.02,69.36,wt,9,Recall 1,sefl,male,ptsd3,5.0,5.0,2021-05-21,11:16 AM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
25.718,33.29,wt,9,Recall 2,sefl,male,ptsd3,5.0,5.0,2021-05-24,3:11 PM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
24.68,29.5,wt,9,Recall 3,sefl,male,ptsd3,5.0,5.0,2021-05-26,1:01 PM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
58.362,60.77,wt,9,Recall 4,sefl,male,ptsd3,5.0,5.0,2021-06-04,3:16 PM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
13.096,19.96,wt,9,recall5,sefl,male,ptsd3,5.0,5.0,2021-06-24,2:21 PM,n,n,ptsd3_9,2021-02-22,12.285714285714286,False,Adult
62.1191667,62.12,wt,11,SEFLA,sefl,male,ptsd3,60.0,60.0,2021-05-19,5:36 PM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
22.515,25.37,wt,11,SEFLB,sefl,male,ptsd3,3.5,3.5,2021-05-20,11:04 AM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
78.158,79.05,wt,11,Recall 1,sefl,male,ptsd3,5.0,5.0,2021-05-21,11:16 AM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
11.31,18.97,wt,11,Recall 2,sefl,male,ptsd3,5.0,5.0,2021-05-24,3:11 PM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
9.372,12.32,wt,11,Recall 3,sefl,male,ptsd3,5.0,5.0,2021-05-26,1:01 PM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
35.202,38.14,wt,11,Recall 4,sefl,male,ptsd3,5.0,5.0,2021-06-04,3:16 PM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
12.466,18.71,wt,11,recall5,sefl,male,ptsd3,5.0,5.0,2021-06-24,2:21 PM,n,n,ptsd3_11,2021-01-03,19.428571428571427,False,Adult
12.95216667,15.8,wt,61,SEFLA,control,male,ptsd4,60.0,60.0,2021-06-01,2:08 PM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
0.63,2.85,wt,61,SEFLB,control,male,ptsd4,3.5,3.5,2021-06-02,1:28 PM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
18.346,21.91,wt,61,Recall 1,control,male,ptsd4,5.0,5.0,2021-06-07,9:47 AM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
8.276,16.3,wt,61,Recall 2,control,male,ptsd4,5.0,5.0,2021-06-11,2:54 PM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
53.038,58.03,wt,61,Recall 3,control,male,ptsd4,5.0,5.0,2021-06-18,10:56 AM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
25.126,31.01,wt,61,Recall 4,control,male,ptsd4,5.0,5.0,2021-06-25,2:13 PM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
20.896,27.32,wt,61,recall5,control,male,ptsd4,5.0,5.0,2021-07-02,10:45 AM,n,n,ptsd4_61,2021-03-17,10.857142857142858,True,Young Adult
4.427833333,6.27,wt,71,SEFLA,control,male,ptsd4,60.0,60.0,2021-06-01,2:08 PM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
1.26,1.26,wt,71,SEFLB,control,male,ptsd4,3.5,3.5,2021-06-02,1:46 PM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
9.35,13.35,wt,71,Recall 1,control,male,ptsd4,5.0,5.0,2021-06-07,10:07 AM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
5.26,9.27,wt,71,Recall 2,control,male,ptsd4,5.0,5.0,2021-06-11,3:10 PM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
3.568,8.83,wt,71,Recall 3,control,male,ptsd4,5.0,5.0,2021-06-18,11:18 AM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
6.16,14.36,wt,71,Recall 4,control,male,ptsd4,5.0,5.0,2021-06-25,2:31 PM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
5.888,15.87,wt,71,recall5,control,male,ptsd4,5.0,5.0,2021-07-02,10:59 AM,n,n,ptsd4_71,2021-03-17,10.857142857142858,True,Young Adult
0.3783333333,0.87,wt,81,SEFLA,control,male,ptsd4,60.0,60.0,2021-06-01,2:08 PM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
0.0,1.08,wt,81,SEFLB,control,male,ptsd4,3.5,3.5,2021-06-02,2:01 PM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
9.718,16.4,wt,81,Recall 1,control,male,ptsd4,5.0,5.0,2021-06-07,10:27 AM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
2.406,4.99,wt,81,Recall 2,control,male,ptsd4,5.0,5.0,2021-06-11,3:27 PM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
13.806,17.37,wt,81,Recall 3,control,male,ptsd4,5.0,5.0,2021-06-18,11:33 AM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
2.402,6.15,wt,81,Recall 4,control,male,ptsd4,5.0,5.0,2021-06-25,2:47 PM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
10.592,16.65,wt,81,recall5,control,male,ptsd4,30.0,5.0,2021-07-02,11:15 AM,n,n,ptsd4_81,2021-03-17,10.857142857142858,True,Young Adult
2.931833333,3.93,wt,82,SEFLA,control,male,ptsd4,60.0,60.0,2021-06-01,2:08 PM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
0.0,0.42,wt,82,SEFLB,control,male,ptsd4,3.5,3.5,2021-06-02,2:01 PM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
0.0,1.07,wt,82,Recall 1,control,male,ptsd4,5.0,5.0,2021-06-07,10:27 AM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
0.0,0.8,wt,82,Recall 2,control,male,ptsd4,5.0,5.0,2021-06-11,3:27 PM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
1.426,7.4,wt,82,Recall 3,control,male,ptsd4,5.0,5.0,2021-06-18,11:33 AM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
1.422,8.1,wt,82,Recall 4,control,male,ptsd4,5.0,5.0,2021-06-25,2:47 PM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
9.532,16.31,wt,82,recall5,control,male,ptsd4,5.0,5.0,2021-07-02,11:15 AM,n,n,ptsd4_82,2021-03-17,10.857142857142858,True,Young Adult
46.53816667,47.46,wt,62,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,3:34 PM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
6.5075,10.81,wt,62,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:28 PM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
31.296,35.84,wt,62,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,9:47 AM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
13.296,18.47,wt,62,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,2:54 PM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
19.332,26.02,wt,62,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,10:56 AM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
13.27,22.18,wt,62,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:13 PM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
33.238,40.28,wt,62,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:45 AM,n,n,ptsd4_62,2021-03-17,10.857142857142858,True,Young Adult
68.7235,69.68,wt,63,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,3:34 PM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
13.6675,17.36,wt,63,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:28 PM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
6.242,9.81,wt,63,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,9:47 AM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
21.442,27.77,wt,63,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,2:54 PM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
27.506,33.21,wt,63,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,10:56 AM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
31.908,38.68,wt,63,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:13 PM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
27.726,34.41,wt,63,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:45 AM,n,n,ptsd4_63,2021-03-17,10.857142857142858,True,Young Adult
57.80683333,59.02,wt,64,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,3:34 PM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
47.8125,49.23,wt,64,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:28 PM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
77.202,78.36,wt,64,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,9:47 AM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
51.084,53.84,wt,64,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,2:54 PM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
23.43,29.31,wt,64,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,10:56 AM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
8.276,13.62,wt,64,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:13 PM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
21.368,27.51,wt,64,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:45 AM,n,n,ptsd4_64,2021-03-17,10.857142857142858,True,Young Adult
59.159,60.06,wt,72,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,3:34 PM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
6.475,8.12,wt,72,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:46 PM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
18.828,20.43,wt,72,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,10:07 AM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
24.996,28.38,wt,72,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,3:10 PM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
14.612,20.67,wt,72,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,11:18 AM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
6.674,11.21,wt,72,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:31 PM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
25.388,33.22,wt,72,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:59 AM,n,n,ptsd4_72,2021-03-17,10.857142857142858,True,Young Adult
59.55083333,60.97,wt,73,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,5:04 PM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
23.315,29.37,wt,73,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:46 PM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
30.732,36.44,wt,73,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,10:07 AM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
23.16,31.56,wt,73,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,3:10 PM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
38.792,44.68,wt,73,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,11:18 AM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
26.0,38.02,wt,73,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:31 PM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
26.96,35.42,wt,73,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:59 AM,n,n,ptsd4_73,2021-03-17,10.857142857142858,True,Young Adult
68.63933333,69.49,wt,74,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,5:04 PM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
13.0325,15.0,wt,74,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,1:46 PM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
29.078,31.66,wt,74,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,10:07 AM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
21.684,27.83,wt,74,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,3:10 PM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
40.206,44.48,wt,74,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,11:18 AM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
17.352,24.57,wt,74,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:31 PM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
9.34,14.51,wt,74,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,10:59 AM,n,n,ptsd4_74,2021-03-17,10.857142857142858,True,Young Adult
66.03333333,66.93,wt,83,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,5:04 PM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
3.3875,5.32,wt,83,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,2:01 PM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
27.252,29.13,wt,83,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,10:27 AM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
20.114,25.12,wt,83,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,3:27 PM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
27.898,33.33,wt,83,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,11:33 AM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
15.884,21.59,wt,83,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:47 PM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
29.226,33.32,wt,83,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,11:15 AM,n,n,ptsd4_83,2021-03-17,10.857142857142858,True,Young Adult
65.264,66.33,wt,84,SEFLA,sefl,male,ptsd4,60.0,60.0,2021-06-01,5:04 PM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
9.2025,11.26,wt,84,SEFLB,sefl,male,ptsd4,3.5,3.5,2021-06-02,2:01 PM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
15.764,21.47,wt,84,Recall 1,sefl,male,ptsd4,5.0,5.0,2021-06-07,10:27 AM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
10.078,17.93,wt,84,Recall 2,sefl,male,ptsd4,5.0,5.0,2021-06-11,3:27 PM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
19.326,24.5,wt,84,Recall 3,sefl,male,ptsd4,5.0,5.0,2021-06-18,11:33 AM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
13.454,20.95,wt,84,Recall 4,sefl,male,ptsd4,5.0,5.0,2021-06-25,2:47 PM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
4.638,9.46,wt,84,recall5,sefl,male,ptsd4,5.0,5.0,2021-07-02,11:15 AM,n,n,ptsd4_84,2021-03-17,10.857142857142858,True,Young Adult
,2.58,wt,6,SEFLA,control,female,ptsd5,60.0,60.0,2021-06-08,11:44 AM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,10.86,wt,6,SEFLB,control,female,ptsd5,3.5,3.5,2021-06-09,10:08 AM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,15.69,wt,6,Recall 1,control,female,ptsd5,5.0,5.0,2021-06-11,9:47 AM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,20.97,wt,6,Recall 2,control,female,ptsd5,5.0,5.0,2021-06-18,2:29 PM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,19.07,wt,6,Recall 3,control,female,ptsd5,5.0,5.0,2021-06-25,3:55 PM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,30.34,wt,6,Recall 4,control,female,ptsd5,5.0,5.0,2021-07-02,11:44 AM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
,22.24,wt,6,recall5,control,female,ptsd5,5.0,5.0,2021-07-09,9:18 AM,n,n,ptsd5_6,2021-03-05,13.571428571428571,False,Adult
0.363,0.61,wt,11,SEFLA,control,female,ptsd5,60.0,60.0,2021-06-08,11:44 AM,n,n,ptsd5_11,2021-01-15,20.571428571428573,False,Adult
0.0,0.0,wt,11,SEFLB,control,female,ptsd5,3.5,3.5,2021-06-09,10:32 AM,n,n,ptsd5_11,2021-01-15,20.571428571428573,False,Adult
