freezing_1s,freezing,genotype,id,day,condition,sex,cohort,exposure_mins,analyzed_duration,date,time,els,psilocybin,cohort_id,dob,age_at_sefla,young,Age
2.496,4.82,wt,65,recall5,sefl,female,ptsd6,5.0,5.0,2021-08-23,9:27 AM,n,n,ptsd6_65,2021-04-27,10.285714285714286,True,Young Adult
58.09733333,3.37,wt,71,SEFLA,control,female,ptsd6,60.0,60.0,2021-07-08,2:44 PM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
0.0,0.64,wt,71,SEFLB,control,female,ptsd6,3.5,3.5,2021-07-09,11:29 AM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
2.934,4.71,wt,71,Recall 1,control,female,ptsd6,5.0,5.0,2021-07-28,3:52 PM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
0.714,4.01,wt,71,Recall 2,control,female,ptsd6,5.0,5.0,2021-08-03,10:53 AM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
0.0,0.36,wt,71,Recall 3,control,female,ptsd6,5.0,5.0,2021-08-09,5:19 PM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
0.0,1.25,wt,71,Recall 4,control,female,ptsd6,5.0,5.0,2021-08-16,12:58 PM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
0.356,1.16,wt,71,recall5,control,female,ptsd6,5.0,5.0,2021-08-23,9:27 AM,n,n,ptsd6_71,2021-04-27,10.285714285714286,True,Young Adult
45.05583333,65.95,wt,75,SEFLA,sefl,female,ptsd6,60.0,60.0,2021-07-08,5:09 PM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
41.8375,44.74,wt,75,SEFLB,sefl,female,ptsd6,3.5,3.5,2021-07-09,11:44 AM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
38.54,41.83,wt,75,Recall 1,sefl,female,ptsd6,5.0,5.0,2021-07-28,4:07 PM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
20.1,23.58,wt,75,Recall 2,sefl,female,ptsd6,5.0,5.0,2021-08-03,11:05 AM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
9.36,14.26,wt,75,Recall 3,sefl,female,ptsd6,5.0,5.0,2021-08-09,5:39 PM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
3.568,5.17,wt,75,Recall 4,sefl,female,ptsd6,5.0,5.0,2021-08-16,1:15 PM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
3.2,6.85,wt,75,recall5,sefl,female,ptsd6,5.0,5.0,2021-08-23,9:40 AM,n,n,ptsd6_75,2021-04-27,10.285714285714286,True,Young Adult
62.35833333,59.7,wt,74,SEFLA,sefl,female,ptsd6,60.0,60.0,2021-07-08,5:09 PM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
16.2325,17.87,wt,74,SEFLB,sefl,female,ptsd6,3.5,3.5,2021-07-09,11:44 AM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
26.058,29.36,wt,74,Recall 1,sefl,female,ptsd6,5.0,5.0,2021-07-28,4:07 PM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
10.71,14.1,wt,74,Recall 2,sefl,female,ptsd6,5.0,5.0,2021-08-03,11:05 AM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
18.008,21.39,wt,74,Recall 3,sefl,female,ptsd6,5.0,5.0,2021-08-09,5:39 PM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
25.526,27.84,wt,74,Recall 4,sefl,female,ptsd6,5.0,5.0,2021-08-16,1:15 PM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
2.502,4.91,wt,74,recall5,sefl,female,ptsd6,5.0,5.0,2021-08-23,9:40 AM,n,n,ptsd6_74,2021-04-27,10.285714285714286,True,Young Adult
58.51,63.7,wt,73,SEFLA,sefl,female,ptsd6,60.0,60.0,2021-07-08,5:09 PM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
17.7025,20.98,wt,73,SEFLB,sefl,female,ptsd6,3.5,3.5,2021-07-09,11:44 AM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
66.81,68.15,wt,73,Recall 1,sefl,female,ptsd6,5.0,5.0,2021-07-28,4:07 PM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
18.852,21.79,wt,73,Recall 2,sefl,female,ptsd6,5.0,5.0,2021-08-03,11:05 AM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
19.678,22.08,wt,73,Recall 3,sefl,female,ptsd6,5.0,5.0,2021-08-09,5:39 PM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
40.774,44.16,wt,73,Recall 4,sefl,female,ptsd6,5.0,5.0,2021-08-16,1:15 PM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
22.812,26.48,wt,73,recall5,sefl,female,ptsd6,5.0,5.0,2021-08-23,9:40 AM,n,n,ptsd6_73,2021-04-27,10.285714285714286,True,Young Adult
64.69383333,47.45,wt,72,SEFLA,sefl,female,ptsd6,60.0,60.0,2021-07-08,5:09 PM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
6.9675,10.96,wt,72,SEFLB,sefl,female,ptsd6,3.5,3.5,2021-07-09,11:44 AM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
12.726,17.27,wt,72,Recall 1,sefl,female,ptsd6,5.0,5.0,2021-07-28,4:07 PM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
11.83,13.7,wt,72,Recall 2,sefl,female,ptsd6,5.0,5.0,2021-08-03,11:05 AM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
4.548,8.12,wt,72,Recall 3,sefl,female,ptsd6,5.0,5.0,2021-08-09,5:39 PM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
6.532,11.08,wt,72,Recall 4,sefl,female,ptsd6,5.0,5.0,2021-08-16,1:15 PM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
0.0,1.51,wt,72,recall5,sefl,female,ptsd6,5.0,5.0,2021-08-23,9:40 AM,n,n,ptsd6_72,2021-04-27,10.285714285714286,True,Young Adult
4.829333333,4.83,wt,28-1,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,11:41 AM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
0.84,1.26,wt,28-1,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,10:56 AM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
18.082,25.75,wt,28-1,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,10:34 AM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
17.834,24.44,wt,28-1,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,2:43 PM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
2.608,26.19,wt,28-1,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:06 PM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
6.952,11.41,wt,28-1,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,3:54 PM,n,n,ptsd9_28-1,2021-10-13,13.0,False,Adult
19.44316667,19.44,wt,28-4,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,11:41 AM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
1.68,2.53,wt,28-4,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,10:56 AM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
35.854,39.23,wt,28-4,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,10:34 AM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
4.104,5.89,wt,28-4,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,2:43 PM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
10.532,23.81,wt,28-4,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:06 PM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
23.016,30.33,wt,28-4,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,3:54 PM,n,n,ptsd9_28-4,2021-10-13,13.0,False,Adult
1.053166667,1.05,wt,28-5,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,11:41 AM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
0.0,2.52,wt,28-5,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:16 AM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
4.114,9.73,wt,28-5,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,10:52 AM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
7.302,10.69,wt,28-5,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,2:57 PM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
0.356,18.75,wt,28-5,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:17 PM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
6.05,11.66,wt,28-5,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:07 PM,n,n,ptsd9_28-5,2021-10-13,13.0,False,Adult
4.385666667,4.39,wt,29-3,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,11:41 AM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
4.8325,6.64,wt,29-3,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:16 AM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
44.038,46.98,wt,29-3,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,10:52 AM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
1.074,2.94,wt,29-3,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,2:57 PM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
0.888,25.0,wt,29-3,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:17 PM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
6.79,9.91,wt,29-3,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:07 PM,n,n,ptsd9_29-3,2021-10-13,13.0,False,Adult
19.63616667,19.64,wt,29-4,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,1:04 PM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
0.84,2.52,wt,29-4,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:37 AM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
32.426,33.23,wt,29-4,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,11:08 AM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
18.0,22.01,wt,29-4,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,3:12 PM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
22.268,37.5,wt,29-4,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:28 PM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
32.056,34.38,wt,29-4,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:19 PM,n,n,ptsd9_29-4,2021-10-13,13.0,False,Adult
43.54133333,43.54,wt,30-2,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,1:04 PM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
4.8325,5.25,wt,30-2,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:37 AM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
26.014,31.02,wt,30-2,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,11:08 AM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
25.288,28.85,wt,30-2,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,3:12 PM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
13.566,26.79,wt,30-2,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:28 PM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
13.63,21.02,wt,30-2,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:19 PM,n,n,ptsd9_30-2,2021-10-13,13.0,False,Adult
10.187,10.19,wt,30-5,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,1:04 PM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
1.3825,3.62,wt,30-5,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
30.816,33.76,wt,30-5,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
26.804,30.1,wt,30-5,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
22.086,26.79,wt,30-5,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
16.25,19.38,wt,30-5,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_30-5,2021-10-13,13.0,False,Adult
2.6395,2.64,wt,31-5,SEFLA,control,male,ptsd9,60.0,60.0,2022-01-12,1:04 PM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
3.075,5.4,wt,31-5,SEFLB,control,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
13.382,17.57,wt,31-5,Recall 1,control,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
5.694,9.44,wt,31-5,Recall 2,control,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
8.286,28.57,wt,31-5,Recall 3,control,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
9.176,14.52,wt,31-5,Recall 4,control,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_31-5,2021-10-13,13.0,False,Adult
67.41616667,67.42,wt,28-2,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,2:23 PM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
23.2925,26.34,wt,28-2,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,10:56 AM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
48.244,50.21,wt,28-2,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,10:34 AM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
53.164,57.0,wt,28-2,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,2:43 PM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
50.862,42.86,wt,28-2,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:06 PM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
12.482,19.08,wt,28-2,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,3:54 PM,n,n,ptsd9_28-2,2021-10-13,13.0,False,Adult
65.37,65.37,wt,28-3,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,2:23 PM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
25.66,28.25,wt,28-3,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,10:56 AM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
76.916,78.25,wt,28-3,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,10:34 AM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
66.706,68.84,wt,28-3,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,2:43 PM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
32.41,39.58,wt,28-3,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:06 PM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
42.298,43.55,wt,28-3,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,3:54 PM,n,n,ptsd9_28-3,2021-10-13,13.0,False,Adult
61.13316667,61.13,wt,29-1,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,2:23 PM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
12.31,14.87,wt,29-1,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:16 AM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
56.354,58.22,wt,29-1,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,10:52 AM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
43.52,45.12,wt,29-1,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,2:57 PM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
60.034,30.95,wt,29-1,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:17 PM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
46.816,49.05,wt,29-1,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:07 PM,n,n,ptsd9_29-1,2021-10-13,13.0,False,Adult
63.662,63.66,wt,29-2,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,2:23 PM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
30.7225,33.77,wt,29-2,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:16 AM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
16.232,19.53,wt,29-2,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,10:52 AM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
45.12,47.7,wt,29-2,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,2:57 PM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
43.81,43.75,wt,29-2,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:17 PM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
27.834,33.71,wt,29-2,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:07 PM,n,n,ptsd9_29-2,2021-10-13,13.0,False,Adult
47.497,47.5,wt,29-5,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
33.115,35.16,wt,29-5,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:37 AM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
68.494,70.82,wt,29-5,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:08 AM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
60.962,63.19,wt,29-5,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:12 PM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
57.786,35.71,wt,29-5,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:28 PM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
52.686,56.43,wt,29-5,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:19 PM,n,n,ptsd9_29-5,2021-10-13,13.0,False,Adult
64.57316667,64.57,wt,30-1,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
13.26,15.88,wt,30-1,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:37 AM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
29.076,32.56,wt,30-1,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:08 AM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
44.528,48.1,wt,30-1,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:12 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
19.364,29.46,wt,30-1,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:28 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
11.576,15.14,wt,30-1,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:19 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
64.3755,64.38,wt,31-1,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
25.405,26.8,wt,31-1,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
47.448,52.61,wt,31-1,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
51.062,53.21,wt,31-1,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
49.296,31.25,wt,31-1,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
47.04,53.2,wt,31-1,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
67.164,67.16,wt,31-2,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
22.6775,26.73,wt,31-2,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
63.272,66.75,wt,31-2,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
63.57,64.63,wt,31-2,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
58.118,48.21,wt,31-2,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
22.652,28.45,wt,31-2,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
